ID;CLASS;EVENTS
30;3;5 10 15 20 25 29 34 39 45 48 53 56 63 66 71 77
31;1;1 6 14 18 25 30 35 39 45 48 50 55 60 66 74 76
32;0;1 8 11 16 22 26 34 36 45 48 53 59 63 69 71 79
33;4;5 10 11 17 21 26 35 38 45 49 53 59 64 69 73 76
34;7;1 10 13 20 25 29 35 38 45 46 53 55 64 68 73 78
35;2;1 6 11 20 24 30 34 39 41 48 50 55 63 66 74 76
36;6;5 10 13 18 22 27 31 37 42 46 53 56 63 68 71 77
37;9;5 7 11 17 22 30 35 40 45 48 54 56 63 66 71 77
38;8;5 10 11 18 22 27 35 37 42 46 50 58 64 69 72 79
39;5;5 10 13 20 22 29 32 39 45 48 54 56 63 66 71 77
40;3;1 10 14 20 25 27 34 38 45 48 54 56 62 66 71 78
41;1;1 6 11 16 24 29 35 40 45 49 50 59 63 68 73 76
42;0;2 9 11 16 22 26 34 36 45 48 53 59 61 69 71 79
43;4;5 10 11 17 22 27 35 40 45 49 50 59 60 68 71 76
44;7;1 10 13 20 25 27 34 37 42 46 54 56 63 69 71 79
45;2;1 7 13 20 23 27 32 37 41 46 50 57 63 68 74 78
46;1;1 6 11 20 22 30 32 39 41 47 50 55 60 66 74 76
47;6;5 10 12 17 22 27 31 37 42 46 54 56 64 69 71 78
48;9;1 10 11 16 25 29 32 40 42 49 53 58 64 66 71 78
49;8;1 10 11 17 23 26 34 36 41 47 50 58 64 69 73 79
50;5;4 10 11 17 23 26 32 36 41 47 50 59 61 69 74 79
51;3;5 7 14 20 25 29 34 39 45 48 54 56 63 66 71 76
52;0;5 7 11 16 21 26 32 36 45 47 54 59 64 69 71 79
53;4;5 10 12 18 22 27 31 38 41 48 53 57 64 67 73 76
54;7;1 7 11 17 22 30 34 40 45 49 53 59 64 68 73 76
55;2;1 7 11 20 23 29 32 39 41 48 50 56 63 66 74 76
56;1;1 6 12 20 22 30 32 39 41 47 50 55 63 66 74 77
57;6;1 10 11 20 21 27 31 36 45 46 54 58 60 69 71 77
58;9;1 7 13 16 23 30 32 40 45 49 54 56 63 66 71 76
59;8;5 10 11 20 22 27 34 37 42 46 50 56 63 69 74 79
60;5;5 9 15 20 23 29 32 39 42 48 50 56 60 66 71 78
61;3;1 7 13 20 24 29 32 39 42 48 54 56 63 66 71 76
62;0;5 10 11 16 21 26 31 36 42 47 53 58 64 69 73 79
63;4;5 10 12 17 21 27 32 37 45 48 53 59 64 68 73 76
64;7;1 7 13 20 25 29 34 38 41 46 50 55 64 67 71 78
65;2;1 6 11 20 23 30 32 39 41 47 50 55 63 67 74 77
66;1;1 6 12 18 25 30 35 40 42 49 50 58 60 67 73 76
67;6;5 10 14 19 22 27 32 38 41 46 53 55 63 67 71 78
68;9;1 7 14 17 25 30 31 40 42 49 54 59 64 69 73 76
69;8;2 7 11 16 24 26 32 36 41 48 50 59 64 69 71 79
70;5;5 10 12 16 25 26 34 36 41 47 50 59 60 69 74 79
71;3;5 7 13 20 25 29 34 39 45 48 53 55 60 66 71 77
72;0;5 10 11 16 22 26 34 36 45 48 53 59 61 69 71 79
73;4;5 10 11 18 22 27 35 40 44 49 50 59 60 68 71 76
74;7;1 6 11 19 23 30 35 40 45 49 50 58 60 68 71 76
75;2;2 6 13 20 25 29 34 38 41 47 50 55 63 66 74 76
76;1;1 6 11 19 22 30 32 39 41 47 50 55 63 66 74 77
77;0;5 10 11 16 21 26 34 36 45 48 53 59 60 69 71 78
78;6;5 9 14 20 22 27 31 37 41 46 53 55 64 68 71 78
79;9;5 10 11 18 24 29 35 40 45 48 54 56 63 66 71 76
80;8;5 6 11 20 21 27 34 38 44 46 50 56 64 69 74 79
81;5;5 10 13 20 22 29 32 39 45 49 51 56 62 66 71 76
82;3;1 8 11 20 25 30 35 40 42 48 54 56 64 66 73 76
83;4;1 10 11 17 22 27 35 39 45 49 53 59 64 68 73 76
84;7;1 10 12 20 24 29 33 37 41 46 50 58 63 69 74 78
85;2;1 9 13 20 25 29 35 39 42 48 50 56 61 66 74 76
86;1;5 6 15 20 24 29 34 37 41 46 50 55 63 66 74 77
87;0;5 6 14 20 22 30 31 39 41 47 50 55 64 68 73 79
88;6;5 10 13 18 22 27 31 37 41 46 53 56 63 69 73 77
89;9;5 7 14 20 21 30 31 39 45 49 54 59 64 68 73 76
90;8;1 10 11 16 24 26 35 36 41 47 50 58 64 69 73 79
91;5;5 9 11 16 25 27 35 37 41 46 50 58 60 69 74 79
92;3;1 8 11 20 24 30 32 39 45 48 54 56 63 66 71 76
93;4;5 10 11 17 21 26 34 37 45 49 53 59 64 68 73 76
94;7;1 9 12 20 24 29 34 38 42 46 54 56 64 69 73 78
95;2;1 6 11 20 23 30 32 39 41 47 50 55 63 66 74 77
96;1;1 6 14 20 23 30 34 39 42 47 50 55 60 66 74 76
97;0;5 6 15 20 22 30 31 39 41 47 50 55 64 68 74 79
98;4;3 10 13 18 22 27 31 37 45 47 54 58 64 69 73 76
99;6;5 10 14 20 22 29 31 38 41 47 50 55 64 67 72 78
100;9;5 6 12 17 21 29 32 40 45 49 53 59 64 68 73 76
101;8;5 6 14 16 25 26 33 36 41 48 50 59 63 69 71 79
102;5;5 10 13 20 22 29 32 38 42 48 52 56 61 66 71 76
103;3;1 7 12 20 25 29 32 39 42 48 54 56 63 66 71 77
104;7;1 7 12 20 25 30 35 39 45 47 50 55 60 68 73 78
105;2;5 7 14 20 25 27 32 38 41 47 50 55 63 66 74 76
106;1;1 6 11 16 23 29 35 40 45 49 53 59 64 68 73 76
107;0;5 10 11 17 21 26 32 36 45 47 54 59 64 69 72 79
108;4;5 10 11 17 23 27 35 40 42 49 50 59 60 68 71 76
109;6;5 10 11 17 21 27 31 37 41 46 54 55 64 67 71 77
110;9;5 10 11 18 23 27 35 40 45 49 50 58 61 67 71 76
111;8;5 6 15 19 22 30 32 39 45 47 50 55 60 68 73 79
112;5;1 8 11 16 23 26 31 36 41 48 50 59 60 69 74 79
113;3;1 7 11 19 25 30 35 40 42 49 50 58 63 67 71 76
114;7;1 10 13 20 25 29 35 38 42 46 50 56 60 68 74 78
115;2;1 7 13 20 25 29 35 39 42 48 50 56 60 66 74 76
116;1;5 10 15 19 25 29 32 39 41 48 50 57 60 67 71 76
117;0;1 6 11 16 23 26 35 37 45 49 50 59 60 69 73 78
118;4;2 10 11 17 22 28 35 39 42 49 50 59 60 68 73 76
119;6;5 7 15 20 22 29 31 38 41 46 50 55 63 69 71 78
120;9;1 7 11 17 25 30 31 40 42 49 54 59 64 68 72 76
121;8;1 6 13 16 24 30 31 40 41 49 54 56 63 66 71 78
122;5;1 7 13 16 23 26 31 36 41 48 50 59 63 69 74 79
123;3;1 10 12 20 25 30 34 40 45 48 54 56 63 66 71 76
124;7;1 10 13 20 25 29 35 38 42 47 50 55 61 69 74 78
125;2;1 10 11 20 22 27 31 37 41 46 50 55 64 66 74 76
126;1;1 6 12 16 25 29 35 40 45 49 53 58 64 67 73 76
127;0;5 10 11 17 21 26 32 36 45 47 54 59 64 69 72 79
128;4;1 10 11 17 22 27 34 39 45 49 53 58 64 67 73 76
129;7;1 7 11 20 25 29 35 38 42 46 50 56 60 69 74 78
130;6;5 10 13 18 22 27 31 38 41 47 50 55 64 67 73 78
131;9;1 6 14 17 25 30 32 40 41 49 50 59 63 69 73 76
132;8;5 10 13 20 22 27 34 37 41 46 50 56 60 69 73 79
133;5;5 9 13 20 21 29 31 39 42 49 53 56 63 66 71 77
134;3;5 6 14 20 25 29 35 39 45 48 53 55 60 66 71 78
135;2;1 6 12 20 23 29 32 39 41 47 50 55 63 66 74 78
136;1;1 6 12 16 24 29 35 40 45 49 50 59 61 68 72 76
137;0;5 10 11 18 21 26 31 36 44 47 54 59 64 69 73 79
138;4;5 10 13 18 22 27 31 38 41 47 54 58 64 68 73 76
139;7;1 10 13 19 25 29 34 38 41 46 50 56 60 69 74 78
140;6;5 10 11 17 22 27 31 37 42 46 54 56 61 68 71 77
141;9;5 8 13 20 22 27 35 40 45 49 53 58 64 66 71 76
142;8;5 6 13 16 25 26 32 36 41 47 50 59 64 69 73 79
143;5;5 9 15 20 25 30 32 40 41 49 50 58 63 66 71 76
144;3;1 6 11 18 24 30 35 40 45 48 54 56 63 66 71 78
145;2;1 6 11 19 25 30 35 39 42 48 50 56 60 66 73 76
146;1;1 6 11 16 23 29 35 40 45 49 53 59 64 68 73 76
147;0;1 6 11 16 23 26 35 37 45 49 50 59 60 69 71 79
148;4;5 10 11 18 21 27 34 38 45 49 53 59 63 69 73 76
149;7;1 9 11 19 25 30 35 40 45 48 50 55 60 68 73 78
150;2;1 6 13 20 23 27 32 37 41 46 50 56 63 66 74 77
151;6;5 10 13 18 22 27 31 37 41 46 54 56 64 67 71 77
152;9;1 6 12 17 25 30 31 40 41 49 54 59 64 69 73 76
153;8;5 9 11 20 21 29 35 38 42 46 50 56 63 69 73 79
154;5;5 7 11 17 25 26 33 36 41 47 50 59 60 69 74 79
155;3;1 8 12 20 24 29 34 39 43 48 54 56 64 66 73 76
156;1;1 6 11 17 25 30 35 40 45 49 53 58 64 67 73 76
157;0;2 7 11 16 21 26 34 36 45 48 53 59 60 69 71 79
158;4;4 10 11 17 21 26 31 37 45 48 54 59 64 68 73 76
159;7;1 6 11 20 24 29 34 38 42 47 50 55 63 68 74 78
160;2;2 6 13 20 25 29 34 38 41 47 50 56 63 66 74 76
161;6;5 10 13 18 22 27 31 37 41 46 53 55 63 68 71 78
162;9;5 10 13 18 25 29 35 40 45 49 50 58 61 67 71 76
163;8;5 6 15 20 22 30 32 39 41 47 50 55 60 68 73 79
164;5;5 10 13 16 23 26 31 36 41 48 50 59 62 69 74 79
165;3;5 7 14 20 25 30 35 40 43 48 50 56 61 66 71 76
166;1;1 6 13 18 25 30 34 39 42 47 50 55 61 66 74 76
167;0;5 10 11 20 21 27 31 37 42 46 53 56 64 69 73 79
168;4;5 10 11 18 21 27 32 38 45 48 53 59 63 68 72 76
169;7;1 8 12 19 25 30 35 40 45 48 50 55 60 66 73 78
170;2;1 6 11 17 25 30 35 40 45 48 50 56 60 66 73 76
171;6;5 10 12 17 22 27 31 37 41 46 54 56 64 69 72 78
172;1;1 6 13 17 25 30 35 40 45 49 52 58 64 68 73 76
173;8;5 7 12 20 22 27 34 37 42 46 50 56 63 69 74 79
174;5;1 7 11 16 23 26 31 36 41 48 50 59 63 69 74 79
175;3;5 8 12 16 22 26 31 40 45 49 52 58 64 66 71 76
176;9;5 6 15 18 23 30 31 40 41 49 53 59 64 68 73 76
177;0;5 10 11 16 21 26 32 36 45 47 54 59 63 69 71 79
178;4;1 10 11 17 21 27 32 38 45 48 53 58 64 67 73 76
179;7;1 9 14 20 25 29 35 39 42 47 50 55 60 68 73 78
180;2;1 6 11 20 23 29 32 38 41 47 50 55 63 66 74 76
181;1;1 6 13 17 25 30 35 40 45 49 50 58 64 67 73 76
182;6;5 10 11 17 21 27 31 37 42 46 54 56 63 68 71 76
183;9;5 7 15 20 22 30 31 40 44 49 53 59 64 68 73 76
184;8;5 7 11 20 22 27 35 37 42 46 50 56 63 69 74 79
185;5;1 6 11 16 23 26 35 36 41 47 50 59 60 69 74 79
186;3;5 7 14 20 25 29 35 39 45 48 53 55 61 66 71 77
187;0;1 8 11 16 22 26 35 36 45 48 53 59 63 69 71 79
188;4;5 10 11 17 21 26 31 37 42 48 54 59 64 68 73 76
189;7;1 10 13 19 24 27 34 37 41 46 50 56 61 68 74 78
190;2;4 6 13 20 24 29 34 38 41 47 50 55 62 67 74 76
191;1;5 10 15 18 23 29 32 39 41 48 50 56 60 66 71 76
192;6;5 10 11 17 21 26 31 37 42 46 54 56 63 67 71 78
193;9;5 9 11 20 21 29 34 40 45 49 51 59 64 68 73 76
194;8;5 7 12 20 21 28 32 38 42 46 50 56 63 69 73 79
195;5;1 10 12 17 24 26 32 36 41 48 50 59 60 69 74 79
196;3;5 7 15 20 25 29 34 39 45 48 53 56 62 66 71 78
197;0;5 10 11 17 22 26 34 36 45 48 53 59 60 69 71 79
198;4;1 10 11 17 22 26 35 39 45 49 53 59 64 68 73 76
199;7;1 8 13 20 25 29 34 38 42 46 50 56 62 69 74 78
200;2;4 6 13 20 23 27 32 36 41 46 50 56 64 66 74 78
201;1;1 6 12 20 22 30 32 39 41 48 50 55 60 66 74 76
202;0;2 10 11 16 21 26 33 36 45 47 54 59 64 69 71 79
203;6;5 10 11 18 21 27 31 36 42 46 54 56 63 69 71 77
204;9;5 7 13 20 22 27 35 40 45 49 54 58 63 66 71 76
205;8;5 7 13 20 21 28 34 38 45 46 50 56 64 69 73 79
206;5;1 9 11 16 24 27 34 36 41 46 50 59 60 69 74 79
207;3;1 6 12 20 25 29 34 39 45 48 54 56 63 66 71 76
208;4;2 10 11 17 22 27 35 39 45 49 53 59 64 68 73 76
209;7;1 8 11 18 22 30 35 40 45 49 53 58 64 67 73 76
210;2;5 7 13 20 25 30 35 39 41 47 50 55 63 66 74 76
211;1;1 6 12 16 25 29 35 40 45 49 50 58 63 68 73 76
212;0;1 10 11 17 21 26 32 36 45 47 54 59 63 69 71 79
213;6;5 10 13 18 22 27 31 37 41 46 53 55 64 68 72 78
214;9;5 8 11 20 22 29 32 40 45 49 54 56 63 66 71 77
215;8;5 6 12 20 22 27 32 37 41 46 50 56 63 69 74 79
216;5;5 8 15 20 23 29 31 39 45 49 54 56 64 66 71 77
217;3;1 7 13 20 25 30 35 40 42 49 53 58 63 67 71 76
218;4;5 10 11 17 21 26 32 37 45 48 53 59 64 69 73 76
219;7;1 9 11 20 25 30 35 40 42 49 50 58 60 67 73 76
220;2;1 6 11 20 24 27 32 37 41 46 50 55 63 66 74 76
221;1;1 6 12 17 23 30 35 40 45 49 53 58 64 67 74 76
222;0;1 6 11 16 23 26 35 38 45 49 50 59 60 69 71 79
223;6;5 10 15 19 24 27 32 37 42 46 53 56 63 67 71 78
224;4;5 10 11 18 21 27 32 39 45 49 54 58 64 67 73 76
225;9;5 8 12 20 22 27 35 39 45 49 53 58 64 66 71 76
226;8;1 10 11 16 25 26 35 36 41 47 50 58 64 69 73 79
227;3;1 9 13 20 25 30 35 40 45 48 53 56 63 66 71 76
228;5;5 10 13 20 22 29 32 39 45 48 50 56 60 66 71 76
229;7;1 8 13 20 25 29 35 39 45 47 50 55 61 67 74 78
230;2;5 10 11 19 22 30 35 40 42 49 50 57 63 66 74 76
231;1;1 6 13 17 25 30 35 40 45 49 53 58 64 67 73 76
232;0;5 10 11 16 22 26 35 36 45 48 53 59 60 69 71 79
233;4;5 10 11 16 21 26 34 37 45 48 50 59 63 69 73 76
234;6;5 10 14 18 22 27 32 36 45 46 53 58 60 69 71 78
235;9;5 7 11 16 21 30 34 40 45 49 54 56 63 66 71 78
236;8;5 10 11 16 22 26 31 36 41 48 50 59 64 69 73 79
237;5;1 10 15 20 25 30 32 40 41 49 53 57 63 66 71 77
238;3;1 8 13 20 24 29 32 39 45 48 54 56 63 66 71 76
239;7;5 8 15 20 25 27 34 37 41 46 50 56 60 69 73 78
240;2;1 6 12 20 23 27 32 37 41 46 50 56 63 66 74 77
241;1;5 10 15 19 24 29 34 39 41 48 50 57 60 67 71 76
242;0;3 7 11 16 21 26 32 36 45 47 54 59 64 69 73 79
243;4;5 10 14 17 22 27 31 38 41 48 50 58 61 67 73 76
244;6;5 10 12 17 22 26 31 36 45 46 54 57 63 69 71 78
245;9;5 7 11 16 25 27 35 40 41 49 54 59 64 68 71 76
246;8;5 10 11 20 22 27 32 37 41 46 50 58 63 69 74 79
247;5;5 10 13 20 22 29 31 39 41 49 50 58 62 66 71 76
248;3;1 6 11 20 25 30 35 40 42 49 53 58 63 67 71 76
249;7;1 8 13 20 25 29 35 39 45 47 50 55 63 68 74 78
250;2;1 6 12 20 24 29 32 39 41 47 50 55 63 66 74 77
251;1;2 7 11 16 22 30 32 39 42 47 50 55 63 66 74 77
252;0;1 10 11 16 21 26 32 36 45 47 54 59 64 69 73 79
253;4;1 10 11 18 21 27 32 38 45 48 54 58 64 67 73 76
254;7;1 9 12 20 25 30 35 39 45 47 50 55 60 68 73 78
255;6;5 10 13 17 22 27 31 37 42 46 54 56 63 67 71 77
256;9;5 6 13 20 21 29 31 39 45 49 54 59 64 68 73 76
257;8;5 7 11 19 21 27 35 38 42 46 50 56 63 69 74 79
258;5;1 7 11 16 22 26 32 36 41 48 50 59 63 69 74 79
259;3;1 7 13 20 24 29 32 39 42 48 54 56 63 66 71 77
260;2;5 7 15 20 25 29 34 39 41 48 50 56 62 66 73 76
261;1;1 6 11 17 25 30 35 40 45 49 53 58 64 67 73 76
262;0;1 7 11 16 21 26 32 36 45 47 54 59 64 69 73 79
263;4;5 10 11 17 21 26 32 37 45 48 54 59 64 68 73 76
264;7;1 9 15 20 25 27 34 37 41 46 50 56 60 69 74 78
265;6;5 10 13 17 22 26 32 36 45 46 54 57 63 69 71 78
266;9;5 6 11 17 22 30 35 40 45 49 53 58 63 67 71 76
267;8;1 6 14 16 25 26 32 36 42 48 53 59 63 69 71 79
268;5;1 10 11 16 25 26 32 36 41 48 50 59 63 69 74 79
269;3;1 8 13 20 25 29 32 39 42 48 54 56 64 66 71 77
270;2;1 6 11 20 23 29 32 38 41 47 50 55 64 66 74 78
271;1;1 6 13 20 22 30 32 39 42 48 50 55 60 66 74 77
272;0;5 10 11 16 22 26 35 36 45 48 53 59 60 69 71 79
273;4;1 10 11 19 21 27 32 39 45 49 54 59 64 68 73 76
274;7;1 7 11 16 22 30 35 40 45 49 53 59 63 67 73 76
275;6;5 10 11 17 22 26 31 37 44 46 54 56 61 67 71 76
276;2;1 6 12 20 23 29 32 38 41 47 50 56 63 66 74 76
277;9;5 7 11 16 25 29 34 40 42 49 54 59 64 66 71 76
278;8;1 9 11 17 25 30 31 40 41 48 50 55 64 67 73 79
279;5;5 10 13 20 22 29 34 40 45 48 53 56 62 66 71 77
280;3;1 6 12 19 25 30 35 40 42 49 50 58 61 67 71 76
281;1;1 6 11 16 23 29 35 40 45 49 53 59 64 68 73 76
282;0;2 8 11 16 22 26 34 36 45 47 53 59 63 69 71 79
283;4;1 6 11 20 22 27 31 37 42 48 54 59 64 69 73 76
284;7;5 9 11 20 22 30 35 40 45 49 53 58 64 67 73 76
285;2;5 7 13 20 23 27 32 37 41 47 50 55 64 66 74 78
286;6;5 10 11 17 21 26 31 36 42 46 54 56 63 68 72 77
287;9;5 8 11 20 22 29 35 40 45 49 54 57 64 66 71 76
288;8;5 6 15 17 25 30 34 40 42 48 50 55 60 66 73 78
289;5;5 7 13 20 22 30 31 39 41 48 50 56 60 66 71 77
290;3;1 7 11 20 25 30 35 39 45 48 54 55 63 66 71 77
291;1;1 6 13 18 25 30 35 40 45 49 50 58 61 67 72 76
292;0;5 7 11 17 21 26 32 36 45 48 54 59 63 69 71 79
293;4;5 10 12 18 21 27 31 38 45 48 54 58 64 67 73 76
294;7;1 9 13 20 25 30 35 39 42 47 50 55 60 69 73 78
295;2;2 7 13 20 25 27 33 37 41 47 50 57 63 68 74 76
296;6;5 10 13 17 22 27 31 37 41 46 53 55 64 67 73 78
297;9;5 10 11 18 23 27 35 40 45 49 54 57 63 66 71 76
298;8;5 10 11 18 23 26 34 36 41 46 50 58 64 69 73 79
299;5;1 7 11 16 25 26 32 36 41 48 50 59 60 69 74 79
300;3;1 7 13 20 25 30 34 39 45 48 54 57 63 67 71 76
301;1;1 6 11 16 24 29 35 40 45 49 53 59 64 68 73 76
302;0;4 8 11 18 21 26 31 36 42 46 54 56 64 69 73 79
303;4;5 10 11 17 21 26 35 38 45 49 50 59 63 69 73 76
304;7;1 10 12 20 23 27 32 37 41 46 50 56 63 69 74 78
305;2;1 7 12 20 23 27 32 37 41 48 50 57 64 66 74 76
306;1;1 6 13 17 25 30 35 40 44 49 53 57 64 66 73 76
307;6;5 10 11 18 21 27 31 37 42 46 54 55 64 67 71 77
308;9;5 10 13 19 24 29 35 40 45 49 53 56 63 66 71 76
309;8;5 10 13 17 25 26 34 36 41 47 50 59 64 69 72 79
310;5;5 10 11 16 22 26 34 37 41 46 50 58 61 69 74 79
311;3;1 6 12 20 25 29 32 39 42 48 54 56 63 66 71 76
312;0;1 10 11 16 21 26 32 36 45 47 54 59 64 69 72 79
313;4;1 10 11 19 21 27 31 38 45 48 54 59 64 68 73 76
314;7;1 9 12 20 25 30 35 39 45 47 50 55 60 68 73 78
315;2;1 7 11 20 23 27 32 37 41 46 50 55 63 66 74 77
316;1;4 6 15 19 25 30 35 40 45 48 50 56 60 66 71 76
317;6;5 10 13 17 22 26 31 37 42 46 54 56 63 67 71 77
318;9;5 6 13 20 22 29 34 39 45 49 54 56 63 66 71 77
319;8;5 6 12 20 22 27 35 37 45 46 50 56 60 69 74 79
320;5;5 10 11 17 23 26 34 36 41 46 50 58 60 69 74 79
321;3;1 6 13 20 25 29 32 38 45 48 53 55 60 66 71 78
322;0;5 10 11 17 21 26 31 36 45 47 54 58 64 69 73 79
323;4;5 10 11 17 21 27 32 38 45 48 53 59 64 68 74 76
324;7;1 10 12 20 24 28 32 37 41 46 50 58 63 69 74 78
325;2;1 7 11 19 25 30 35 40 42 49 50 57 60 66 73 76
326;1;1 6 13 17 25 30 35 40 45 49 50 58 63 67 73 76
327;0;1 10 11 16 22 26 34 36 45 48 54 59 63 69 71 79
328;6;5 10 13 18 22 27 31 37 41 46 50 55 63 68 71 78
329;9;5 6 13 20 21 28 34 39 45 49 54 56 64 66 71 76
330;8;5 10 11 19 21 26 34 36 41 47 50 58 64 69 73 79
331;5;1 9 11 16 24 27 35 36 41 46 50 58 60 69 74 79
332;3;2 6 13 20 25 30 34 39 45 48 53 56 60 66 71 78
333;4;3 10 11 17 21 27 32 37 45 48 54 58 64 67 73 76
334;7;1 8 13 20 25 30 35 39 45 48 53 55 60 67 73 78
335;2;1 7 11 20 23 30 32 39 41 48 50 55 64 66 74 76
336;1;5 6 15 20 25 29 34 39 42 47 50 55 60 66 74 77
337;0;1 6 11 16 22 26 35 37 45 49 50 59 60 69 71 78
338;6;5 10 13 17 22 27 31 37 42 46 54 56 61 67 71 76
339;9;5 10 11 19 24 29 35 40 45 49 53 56 63 66 71 76
340;8;1 6 13 16 22 26 31 37 42 49 54 59 63 69 71 79
341;5;5 10 11 18 23 27 34 37 41 46 50 58 62 69 74 79
342;3;1 6 13 20 25 30 35 40 42 48 53 56 63 66 71 77
343;4;5 10 11 17 21 26 32 38 45 48 50 59 64 68 73 76
344;7;1 6 11 18 22 30 35 40 45 49 50 58 60 67 72 76
345;2;1 7 11 20 23 29 32 39 41 48 50 55 64 66 74 76
346;1;2 6 14 20 24 29 34 38 41 46 50 55 63 66 74 77
347;0;1 7 11 16 22 26 35 37 45 49 50 59 60 69 71 78
348;6;5 10 13 20 21 27 31 37 45 46 54 58 60 69 72 78
349;4;5 10 13 17 21 27 31 37 45 48 54 59 64 68 73 76
350;8;5 9 11 17 23 26 31 36 41 48 50 59 64 69 72 79
351;5;5 10 13 20 22 29 31 39 42 49 50 58 63 66 71 76
352;3;5 9 15 20 25 29 34 39 45 48 53 56 63 66 71 76
353;9;5 7 14 20 22 27 35 40 45 49 53 58 63 66 71 76
354;7;1 6 11 19 22 30 35 40 45 49 53 59 64 68 73 76
355;2;1 6 13 20 24 28 32 38 41 46 50 55 63 66 74 78
356;1;1 6 11 17 25 30 35 40 45 49 50 58 61 67 71 76
357;0;1 6 11 16 24 26 35 37 45 49 50 59 60 69 71 79
358;4;5 10 11 18 21 27 31 38 45 48 54 59 64 68 73 76
359;6;5 10 14 18 22 27 31 37 41 46 53 55 63 67 71 78
360;9;5 8 11 20 21 29 35 40 45 49 50 59 62 68 73 76
361;8;5 7 13 20 22 27 34 37 41 46 50 56 63 69 74 79
362;5;1 7 11 16 23 26 33 36 41 48 50 59 62 69 74 79
363;3;1 6 12 20 25 29 32 39 45 49 54 56 63 66 71 76
364;7;1 10 13 20 25 29 35 39 45 47 50 55 60 68 74 78
365;2;5 7 13 20 23 27 32 38 41 47 50 56 64 66 74 78
366;1;1 6 11 16 23 29 35 40 45 49 50 59 63 68 73 76
367;0;1 6 11 16 22 26 35 37 45 49 54 59 63 69 71 79
368;4;1 10 11 17 22 26 35 39 45 49 53 59 64 68 73 76
369;6;5 10 13 19 22 27 31 37 42 46 53 57 61 69 71 78
370;9;5 6 14 20 22 30 31 39 45 49 53 58 63 66 71 76
371;8;1 6 15 18 22 27 35 37 41 46 50 58 63 69 73 79
372;5;5 10 13 20 22 29 31 39 41 48 50 56 60 66 71 77
373;3;1 7 12 20 24 29 34 39 45 48 53 56 63 66 71 76
374;7;1 10 11 20 23 30 35 40 45 49 53 58 64 67 73 76
375;2;1 10 13 20 23 29 32 39 41 48 50 56 61 66 74 76
376;1;1 7 13 20 23 30 34 39 42 48 50 55 60 66 74 76
377;0;1 6 11 16 23 26 35 37 45 49 50 59 60 69 71 79
378;4;5 10 11 17 21 26 32 37 45 48 53 59 64 68 73 76
379;7;1 7 13 20 25 29 35 38 43 47 50 55 60 68 73 78
380;6;5 10 12 17 22 27 31 37 41 46 54 55 64 68 72 78
381;9;1 9 13 17 25 30 32 40 41 49 50 59 64 69 73 76
382;8;1 10 13 16 25 29 32 40 41 48 50 55 64 67 72 78
383;5;2 10 11 17 24 26 34 36 41 48 50 59 60 69 74 79
384;3;5 10 15 19 23 29 35 39 45 48 53 55 61 66 71 77
385;2;4 6 14 20 24 27 32 37 41 46 50 56 63 67 74 77
386;1;1 6 11 16 24 29 35 40 45 49 53 59 63 68 73 76
387;0;1 6 11 16 22 26 34 36 45 48 53 59 63 69 71 79
