ID;CLASS;EVENTS
169;1;1 2 9 17 23 27 30 42 45 51 52 56 61 66
170;0;1 2 9 14 24 25 29 43 45 51 52 56 61 66
171;1;1 2 9 15 23 26 30 42 45 51 52 56 61 83
172;1;1 9 20 23 27 42 45 51 52 56 61 66
173;1;1 2 9 15 23 27 33 44 45 50 52 56 61 66
174;0;1 9 15 23 25 43 45 51 52 56 61 66
175;1;1 9 19 24 27 44 45 51 52 56 61 66
176;1;1 2 9 15 23 27 31 42 45 50 52 56 61 66
177;1;1 3 9 17 23 25 30 43 45 51 52 56 61 82
178;0;1 2 9 21 24 25 34 41 45 50 52 56 61 66
179;1;1 2 9 16 23 26 30 42 45 51 52 56 61 66
180;1;1 2 9 15 23 27 32 44 45 51 52 56 61 66
181;1;1 2 9 14 24 25 31 43 45 51 52 56 61 66
182;0;1 2 9 18 24 28 34 41 45 50 55 56 61 66
183;1;1 2 9 16 23 27 31 42 45 50 52 56 61 66
184;1;1 2 9 17 23 25 38 43 45 51 52 56 61 66
185;1;1 2 9 15 23 25 30 43 45 51 52 56 61 66
186;1;1 2 9 17 23 25 31 43 49 51 52 56 61 66
187;0;1 2 9 17 23 25 32 41 45 50 52 56 61 66
188;1;1 2 9 16 23 27 31 42 45 51 52 56 61 72
189;1;1 2 9 22 24 25 34 43 45 51 52 56 61 66
190;1;1 2 9 17 23 25 38 43 45 51 52 56 61 66
191;0;1 6 9 19 24 25 39 43 45 51 52 56 61 66
192;1;1 2 9 14 24 27 32 44 45 51 52 56 61 66
193;1;1 2 9 17 23 26 31 44 45 50 52 56 61 66
194;1;1 9 16 23 27 44 49 51 52 56 61 66
195;0;1 3 9 15 23 25 33 43 45 51 52 56 61 66
196;1;1 2 9 17 23 27 30 44 45 51 52 58 61 66
197;1;1 3 9 16 23 27 31 44 45 50 52 56 61 66
198;1;1 2 9 14 24 27 36 42 49 50 52 56 61 66
199;0;1 2 9 15 23 25 30 43 45 51 55 56 61 66
200;1;1 2 9 16 23 27 31 44 45 51 52 56 61 72
201;1;1 2 9 15 23 27 33 44 45 51 52 56 61 66
202;1;1 6 9 14 24 25 34 43 45 51 52 56 61 66
203;0;1 2 9 14 24 25 31 41 45 50 52 57 61
204;1;1 2 9 14 24 26 33 42 45 50 52 56 61 66
205;1;1 2 9 15 23 27 35 42 49 51 52 56 61 66
206;1;1 2 9 17 23 25 30 43 45 51 52 56 61 66
207;0;1 6 9 14 24 25 39 43 45 51 52 56 61 66
208;1;1 2 9 17 23 25 31 43 45 51 52 56 61 66
209;1;1 9 17 23 26 44 45 50 52 56 61 66
210;1;1 2 9 17 23 27 31 42 45 50 52 56 61 72
211;1;1 3 9 15 23 27 31 44 45 50 52 56 61 66
212;0;1 3 9 14 24 25 34 43 46 51 52 58 61 77
213;1;1 9 15 23 25 41 45 50 52 56 61 66
214;1;1 3 9 17 23 25 37 43 45 51 52 56 61 66
215;1;1 5 9 15 23 25 36 41 45 50 52 56 61 66
216;0;1 3 9 17 23 25 30 43 45 51 52 56 61 94
217;1;1 2 9 17 23 27 31 42 45 51 52 56 61 66
218;1;1 2 9 16 23 27 35 42 45 51 52 56 61 66
219;1;1 2 9 17 23 25 30 43 47 51 52 56 61 66
220;0;1 2 9 14 24 25 33 43 45 51 52 56 61 66
221;1;1 2 9 17 23 25 38 43 45 51 52 56 61 66
222;1;1 2 9 15 23 27 36 42 49 50 52 56 61 66
223;1;1 2 9 15 23 27 30 42 45 50 52 56 61 66
224;0;1 2 9 16 23 27 38 44 45 51 52 56 61 66
225;1;1 2 9 17 23 27 37 42 45 51 52 56 61 66
226;1;1 2 9 14 24 27 29 44 45 51 52 56 61 66
227;1;1 6 9 16 23 27 35 44 45 50 52 56 61 66
228;0;1 2 9 14 24 25 33 43 45 51 52 56 61 66
229;1;1 2 9 18 24 27 34 44 46 50 52 56 61 66
230;1;1 2 9 15 23 27 35 42 45 50 52 58 61 72
231;1;1 2 9 15 23 27 30 42 45 51 52 56 61 66
232;1;1 2 9 17 23 26 32 42 45 50 52 56 61 66
233;0;1 2 9 14 24 26 33 44 45 50 55 56 61 66
234;1;1 2 9 15 23 27 32 44 45 51 52 56 61 66
235;1;1 3 9 17 23 25 30 43 45 51 52 56 61 66
236;1;1 4 9 14 24 27 32 44 45 50 52 56 61 66
237;0;1 2 9 16 23 25 30 43 45 51 52 56 61 66
238;1;1 2 9 17 23 25 30 43 45 51 52 56 61 66
239;1;1 6 9 17 23 26 30 42 45 50 52 56 61 69
240;1;1 2 9 14 24 27 31 44 46 51 52 56 61 77
241;0;1 7 9 17 23 25 38 43 45 51 52 56 61 66
242;1;1 2 9 17 23 27 31 42 49 50 52 56 61 66
243;1;1 2 9 14 24 25 33 43 45 51 52 56 61 66
244;1;1 2 9 15 23 27 35 42 49 51 52 56 61 66
245;0;1 2 9 14 24 25 33 43 45 51 52 56 61 66
246;1;1 2 9 16 23 27 31 42 45 51 52 56 61 66
247;1;1 9 16 23 27 42 49 51 52 56 61 66
248;1;1 2 9 17 23 25 31 42 45 50 52 56 61 66
249;0;1 3 9 14 24 25 34 43 45 51 55 56 61 66
250;1;1 9 16 23 25 43 45 51 52 56 61 66
251;1;1 6 9 15 23 26 36 42 45 50 52 56 61 66
252;1;1 4 9 15 23 26 33 44 45 51 52 56 61 66
253;0;1 2 9 14 24 25 34 43 45 51 52 57 61 66
254;1;1 2 9 15 23 25 30 43 45 51 52 56 61 66
255;1;1 2 9 15 23 27 31 42 45 50 52 56 61 66
256;1;1 3 9 17 23 25 30 43 45 51 52 56 61 66
257;1;1 2 9 17 23 26 31 44 45 50 52 56 61 66
258;0;1 2 9 17 23 25 32 43 45 51 52 56 61 66
259;1;1 6 9 15 23 27 33 44 49 50 52 56 61 66
260;1;1 2 9 15 23 27 35 42 46 51 52 56 61 67
261;1;1 2 9 19 24 26 34 42 45 51 52 56 61 66
262;0;1 6 9 14 24 25 33 43 45 51 52 56 61 66
263;1;1 4 9 19 24 25 30 43 45 51 52 56 61 66
264;1;1 2 9 16 23 26 31 44 45 50 52 56 61 66
265;1;1 2 9 17 23 26 31 44 45 50 52 56 61 66
266;0;1 3 9 15 23 25 33 43 45 51 52 56 65 66
267;1;1 2 9 17 23 25 38 43 45 51 52 56 61 66
268;1;1 7 9 15 23 26 34 42 45 50 52 56 61 66
269;1;1 6 9 15 23 26 36 42 45 50 52 56 61 72
270;0;1 2 9 17 23 25 35 43 45 51 52 56 61 86
271;1;1 7 9 14 24 25 33 43 45 51 52 56 61 66
272;1;1 2 9 16 23 25 31 43 45 51 52 56 61 66
273;1;1 2 9 16 23 27 35 42 45 51 52 56 61 72
274;0;1 2 9 21 24 27 29 44 45 51 52 56 61 66
275;1;1 2 9 17 23 27 31 42 45 50 52 56 61 66
276;1;1 2 9 15 23 27 34 44 45 50 52 56 61 66
277;1;1 2 9 17 23 27 30 44 45 51 52 56 61 66
278;0;1 2 9 14 24 25 33 43 45 51 52 56 61 66
279;1;1 9 15 23 27 42 45 50 52 56 61 66
280;1;1 2 9 20 23 25 30 43 45 51 52 56 61 66
281;1;1 2 9 14 24 27 29 44 46 50 52 56 61 81
282;1;1 5 9 14 24 27 33 44 45 50 52 56 61 66
283;0;1 2 9 15 23 25 32 43 45 51 52 56 61 66
284;1;1 2 9 15 23 25 34 43 45 51 52 56 61 66
285;1;1 5 9 15 23 26 36 42 47 50 52 56 61 66
286;1;1 9 20 23 27 42 45 50 52 56 61
287;0;1 2 9 18 24 25 34 43 45 51 55 56 61 66
288;1;1 2 9 21 24 25 34 43 45 51 52 56 61 66
289;1;1 2 9 14 24 27 32 44 45 51 52 56 61 66
290;1;1 2 9 14 24 27 36 42 45 50 52 56 61 66
291;0;1 4 9 14 24 25 32 43 45 51 52 56 61 66
292;1;1 2 9 17 23 26 31 44 45 51 52 56 61 66
293;1;1 2 9 17 23 25 35 43 45 51 52 56 61 66
294;1;1 2 9 17 23 27 35 42 49 50 52 56 61 66
295;0;1 2 9 14 24 25 33 43 45 51 52 56 61 66
296;1;1 2 9 16 23 27 31 42 49 51 52 56 61
297;1;1 2 9 17 23 25 30 43 45 51 52 56 61 66
298;1;1 2 9 15 23 27 36 44 45 51 52 58 61 66
299;0;1 6 9 21 24 25 34 41 45 50 55 56 61 66
300;1;1 2 9 19 24 25 31 43 45 51 52 56 61 66
301;1;1 2 9 17 23 26 32 44 45 50 52 56 61 66
302;1;1 2 9 17 23 25 38 43 45 51 52 56 61 75
303;1;1 2 9 17 23 25 36 41 45 50 52 56 61 66
304;0;1 6 9 21 24 26 34 44 45 50 52 56 61 66
305;1;1 2 9 16 23 26 31 44 49 51 52 56 61 66
306;1;1 2 9 16 23 25 31 41 49 50 52 56 61 66
307;1;1 7 9 15 23 25 31 43 45 51 52 56 61 66
308;0;1 2 9 15 23 25 32 41 45 50 52 56 61 66
309;1;1 6 9 15 23 25 39 43 45 51 52 56 61 66
310;1;1 9 17 23 27 44 45 50 52 56 61 66
311;1;1 2 9 17 23 25 31 43 45 51 52 56 61 66
312;0;1 2 9 15 23 25 33 43 45 51 52 56 61 66
313;1;1 2 9 17 23 25 35 43 47 51 52 56 61 66
314;1;1 2 9 17 23 26 39 44 45 51 52 56 61 66
315;1;1 2 9 14 24 26 33 44 45 50 52 56 61 66
316;0;1 2 9 21 24 25 33 43 46 51 55 56 61 66
317;1;1 2 9 15 23 27 30 44 45 51 52 56 61 66
318;1;1 2 9 16 23 27 38 44 45 51 52 56 61 66
319;1;1 9 17 23 25 42 45 51 52 56 61 66
320;0;1 2 9 15 23 25 32 43 45 51 52 56 61 66
321;1;1 7 9 14 24 25 34 43 45 51 52 56 61 66
322;1;1 5 9 15 23 25 30 43 45 51 52 56 61 66
323;1;1 2 9 15 23 27 31 42 45 51 52 56 61 66
324;0;1 2 9 17 23 25 30 43 45 51 52 56 61 66
325;1;1 2 9 15 23 27 32 42 45 50 52 56 61 66
326;1;1 2 9 18 24 25 33 43 45 51 52 56 61 66
327;1;1 2 9 14 24 27 34 44 45 51 52 56 61 66
328;1;1 5 9 18 24 27 33 44 45 51 52 56 61
329;0;1 2 9 14 24 27 34 44 45 51 52 56 61 66
330;1;1 2 9 19 24 26 33 42 45 51 52 56 61 66
331;1;1 2 9 15 23 27 29 44 45 51 52 56 61 66
332;1;1 7 9 16 23 25 38 43 45 51 52 56 61 66
333;0;1 2 9 17 23 25 33 41 45 50 52 56 61 66
334;1;1 2 9 15 23 27 36 44 45 50 52 56 61 66
335;1;1 7 9 17 23 26 36 42 45 50 52 56 61 66
336;1;1 2 9 19 24 27 36 44 49 50 52 56 61 66
337;0;1 3 9 16 23 25 32 43 45 51 52 56 61 66
338;1;1 2 9 17 23 26 31 42 45 50 52 56 61 66
339;1;1 2 9 15 23 25 29 43 49 51 52 56 61 66
340;1;1 2 9 16 23 27 35 44 45 50 52 56 61 66
341;0;1 7 9 21 24 25 34 43 49 51 52 56 61 66
342;1;1 6 9 17 23 25 31 43 45 51 52 56 61 66
343;1;1 6 9 17 23 25 39 43 45 51 52 56 61 66
344;1;1 2 9 17 23 27 37 44 45 51 52 56 61 66
345;0;1 2 9 14 24 25 34 43 45 51 52 56 61 66
346;1;1 3 9 19 24 27 37 44 45 51 52 56 61 66
347;1;1 2 9 17 23 26 31 42 45 50 52 56 61 66
348;1;1 2 9 15 23 27 31 42 49 51 52 56 61 66
349;1;1 2 9 17 23 27 30 44 49 51 52 56 61 66
350;0;1 2 9 15 23 25 32 43 45 51 52 56 61 66
351;1;1 7 9 14 24 25 34 43 49 51 52 56 61 66
352;1;1 2 9 20 23 25 30 43 46 51 53 56 61 72
353;1;1 2 9 16 23 27 31 42 45 51 52 56 61 66
354;0;1 2 9 19 24 25 32 43 45 51 52 57 61 66
355;1;1 2 9 17 23 25 30 43 45 51 52 56 61 66
356;1;1 2 9 16 23 27 38 42 48 51 52 56 61 72
357;1;1 2 9 17 23 27 35 42 45 51 52 56 61 66
358;0;1 4 9 14 24 25 32 43 45 51 55 56 61 66
359;1;1 2 9 17 23 25 36 41 45 50 52 56 61 91
360;1;1 9 15 23 27 42 45 51 52 56 61 66
361;1;1 2 9 14 24 27 34 44 45 51 52 56 61 66
362;0;1 2 9 17 23 25 30 43 45 51 55 56 61 66
363;1;1 2 9 17 23 27 32 44 45 50 52 56 61 66
364;1;1 2 9 17 23 27 31 42 45 50 52 56 61 66
365;1;1 2 9 17 23 25 38 43 45 51 52 56 61 66
366;0;1 4 9 18 24 25 34 43 45 51 52 57 61 66
367;1;1 2 9 16 23 26 35 42 49 50 52 56 61 66
368;1;1 2 9 16 23 25 35 43 49 51 52 56 61 66
369;1;1 2 9 15 23 27 33 42 45 50 52 56 61 66
370;0;1 2 9 19 24 25 32 43 45 51 52 56 61 66
371;1;1 2 9 16 23 27 31 44 45 50 52 56 61 66
372;1;1 2 9 17 23 25 35 41 45 50 52 56 61 66
373;1;1 2 9 17 23 26 32 44 45 50 52 56 61 66
374;1;1 2 9 15 23 27 31 44 45 51 52 56 61 66
375;0;1 2 9 17 23 25 30 43 45 51 52 56 61 66
376;1;1 2 9 17 23 25 35 43 45 51 52 56 61 66
377;1;1 2 9 20 23 27 31 42 45 50 52 56 61 66
378;1;1 2 9 15 23 27 31 42 46 51 52 56 61 66
379;0;1 2 9 17 23 25 30 43 45 51 52 56 61 66
380;1;1 2 9 16 23 25 35 43 45 51 52 56 61 66
381;1;1 5 9 21 24 26 33 44 45 50 52 56 61 66
382;1;1 2 9 15 23 27 33 42 45 51 52 56 61 66
383;0;1 2 9 15 23 25 36 43 45 51 52 56 61 66
384;1;1 2 9 21 24 27 34 44 45 50 52 56 61 66
385;1;1 3 9 15 23 25 32 43 45 51 52 56 61 66
386;1;1 2 9 15 23 26 33 44 45 50 52 56 61 66
387;0;1 2 9 17 23 25 35 43 45 51 52 57 61 66
388;1;1 2 9 17 23 25 33 43 45 51 52 56 61 66
389;1;1 2 9 15 23 27 31 42 45 51 52 56 61 66
390;1;1 2 9 17 23 25 37 43 45 51 52 56 61 66
391;0;1 2 9 14 24 25 32 43 45 51 52 58 61 66
392;1;1 2 9 15 23 27 31 42 45 51 52 56 61 66
393;1;1 2 9 17 23 27 30 44 45 51 52 56 61 66
394;1;1 2 9 17 23 25 38 43 45 51 52 56 61 66
395;0;1 2 9 15 23 25 33 43 45 51 52 56 61 66
396;1;1 2 9 15 23 27 36 44 45 50 52 56 61 66
397;1;1 7 9 14 24 26 34 44 45 50 52 56 61 66
398;1;1 6 9 17 23 25 39 43 45 51 52 56 61 66
399;1;1 2 9 19 24 25 38 43 49 51 52 56 61 66
400;0;1 5 9 21 24 26 33 42 45 50 52 56 61 66
401;1;1 2 9 16 23 27 32 44 45 50 52 56 61 66
402;1;1 6 9 15 23 26 36 44 45 50 52 56 61 66
403;1;1 2 9 16 23 26 32 44 45 50 52 56 61 66
404;0;1 2 9 14 24 25 39 43 45 51 52 57 61 66
405;1;1 7 9 15 23 27 36 42 49 50 52 56 61 66
406;1;1 2 9 17 23 27 38 44 45 51 53 56 61 66
407;1;1 2 9 19 24 27 31 44 49 50 52 56 61 66
408;0;1 2 9 21 24 25 33 43 45 51 55 56 61 66
409;1;1 2 9 17 23 25 31 43 49 51 52 56 61 66
410;1;1 2 9 16 23 27 37 42 45 51 52 56 61 66
411;1;1 7 9 15 23 27 31 42 45 50 52 56 61 66
412;0;1 2 9 14 24 25 30 43 45 51 52 56 61 66
413;1;1 9 15 23 27 42 45 50 52 56 61 66
414;1;1 2 9 20 23 27 31 42 45 50 52 56 61 66
415;1;1 2 9 17 23 27 31 44 45 50 52 56 61 66
416;0;1 2 9 21 24 25 33 43 45 51 52 56 61 66
417;1;1 2 9 16 23 25 31 43 45 51 52 56 61 78
418;1;1 2 9 14 24 25 31 43 45 51 52 56 61
419;1;1 2 9 16 23 26 31 42 48 50 52 56 61 80
420;1;1 2 9 15 23 27 32 44 45 51 52 56 61 66
421;0;1 3 9 14 24 25 30 43 45 51 52 56 61 66
422;1;1 2 9 15 23 27 35 42 45 51 52 56 61 66
423;1;1 2 9 15 23 27 31 42 45 51 52 56 61 72
424;1;1 2 9 17 23 27 32 42 45 50 52 56 61 66
425;0;1 2 9 14 24 25 33 43 45 51 52 56 61 66
426;1;1 2 9 17 23 25 32 43 45 51 52 56 61 66
427;1;1 2 9 15 23 25 32 43 45 51 52 56 61 66
428;1;1 2 9 14 24 25 32 41 45 50 52 56 61 66
429;0;1 2 9 19 24 25 29 43 45 51 52 58 61 66
430;1;1 2 9 14 24 26 33 44 45 51 52 56 61 66
431;1;1 5 9 20 23 26 29 44 45 50 52 56 61 66
432;1;1 2 9 15 23 25 33 43 45 51 52 56 61 66
433;0;1 2 9 15 23 26 32 44 45 50 52 56 61 66
434;1;1 9 16 23 25 43 45 51 52 56 61 66
435;1;1 2 9 17 23 27 31 44 45 51 52 56 61 66
436;1;1 3 9 21 24 27 32 44 45 51 52 56 61 66
437;0;1 5 9 17 23 25 36 41 49 50 52 56 61 66
438;1;1 6 9 20 23 27 39 44 45 51 52 56 61 66
439;1;1 2 9 14 24 27 32 44 45 51 52 56 61 66
