ID;CLASS;EVENTS
446;8;4 6 15 24 32 34
447;16;2 5 11 22 32 38
448;15;1 5 16 24 32 35
449;14;2 5 10 19 32 35
450;13;3 6 16 17 32 36
451;15;4 5 14 19 28 36
452;3;3 7 16 22 27 33
453;10;2 5 10 20 31 33
454;0;1 5 12 20 29 35
455;12;4 7 14 18 27 40
456;14;3 7 12 24 29 36
457;13;2 5 16 18 25 36
458;16;3 5 14 24 28 40
459;11;4 6 10 23 28 40
460;15;1 5 13 23 32 35
461;15;1 5 9 19 32 39
462;12;3 7 13 24 32 37
463;0;4 5 15 23 32 39
464;9;3 7 13 20 29 34
465;14;3 5 13 17 29 39
466;13;4 7 11 24 30 37
467;15;4 5 15 18 31 39
468;7;4 6 12 22 32 33
469;10;2 6 10 19 29 34
470;14;3 5 13 20 28 39
471;12;3 5 14 18 31 38
472;6;4 5 15 20 25 33
473;16;2 5 11 17 29 34
474;0;4 7 16 23 32 38
475;11;4 5 11 18 26 40
476;13;4 6 16 22 32 35
477;15;3 5 16 17 31 36
478;14;3 7 14 23 29 36
479;15;3 5 10 22 31 38
480;13;3 6 9 21 30 37
481;12;3 7 16 21 31 34
482;0;4 5 15 23 31 38
483;9;4 6 10 21 30 34
484;16;3 5 14 22 28 38
485;10;4 8 14 23 31 35
486;14;2 5 13 21 30 40
487;8;3 7 15 18 28 33
488;15;4 6 14 18 29 36
489;11;4 5 15 20 27 35
490;13;3 6 13 19 32 37
491;14;3 6 14 21 29 40
492;12;4 7 12 18 32 37
493;0;4 7 15 24 32 39
494;15;3 5 9 17 31 35
495;14;3 7 11 18 29 36
496;16;1 5 13 23 29 36
497;13;3 6 11 21 32 40
498;15;4 5 9 23 29 36
499;17;1 5 15 22 29 37
500;12;4 7 10 20 31 40
501;10;4 8 14 20 32 38
502;11;3 7 11 21 30 33
503;9;3 6 11 19 26 36
504;14;3 6 12 19 32 36
505;0;3 6 15 23 30 38
506;13;2 6 10 21 31 36
507;15;4 5 9 19 28 36
508;14;2 5 12 24 28 33
509;13;4 6 9 21 27 38
510;16;1 5 13 21 31 38
511;12;3 7 9 17 32 35
512;0;3 7 15 17 30 33
513;15;2 5 16 17 29 40
514;11;3 6 16 24 25 37
515;7;4 5 11 21 31 33
516;14;4 6 15 23 26 36
517;10;4 7 15 18 25 40
518;15;4 5 10 19 27 40
519;13;3 6 15 17 25 35
520;12;3 7 15 23 30 33
521;0;3 5 10 19 26 36
522;9;4 8 12 19 28 33
523;16;2 5 11 24 27 38
524;14;4 6 10 20 31 38
525;15;2 5 16 20 28 39
526;13;4 7 15 24 30 37
527;8;4 6 15 22 32 40
528;14;3 6 14 18 29 39
529;11;4 6 13 21 32 38
530;6;4 5 16 21 26 33
531;12;4 8 9 18 30 37
532;15;4 5 11 17 30 39
533;0;3 7 14 20 30 37
534;10;4 7 12 21 26 39
535;14;4 6 15 20 30 38
536;16;2 5 15 24 27 37
537;13;2 5 13 21 25 40
538;15;3 5 15 21 29 36
539;15;3 5 12 18 31 36
540;12;3 6 12 22 26 40
541;9;4 5 12 24 32 34
542;0;4 6 13 23 28 38
543;11;3 6 13 21 32 36
544;13;3 7 16 17 30 35
545;14;3 7 16 22 29 36
546;15;3 5 11 19 31 36
547;14;3 7 11 20 30 37
548;16;3 5 11 23 28 37
549;10;4 8 16 20 30 35
550;12;3 5 14 22 32 34
551;13;3 6 16 18 32 38
552;0;2 6 13 21 29 36
553;15;3 5 11 18 31 37
554;14;4 6 16 18 26 38
555;13;4 7 10 23 31 38
556;11;2 5 15 23 27 40
557;12;3 5 14 21 31 40
558;15;4 5 14 19 29 38
559;9;4 7 14 23 31 34
560;16;4 5 10 19 26 37
561;5;4 7 16 19 28 33
562;7;4 7 15 21 32 40
563;0;2 6 12 17 28 34
564;14;1 5 9 21 32 36
565;3;3 7 12 24 27 33
566;13;2 6 14 24 32 39
567;10;4 8 13 20 32 37
568;15;4 5 16 19 30 38
569;8;3 5 15 17 32 40
570;14;4 5 12 22 26 38
571;17;1 5 14 24 30 37
572;12;3 5 12 18 26 40
573;15;3 5 11 19 28 39
574;11;3 5 9 20 29 35
575;0;3 6 16 21 31 36
576;16;4 5 15 20 29 38
577;13;3 7 16 21 30 37
578;14;3 5 9 22 28 39
579;15;1 5 12 20 31 37
580;12;4 5 13 23 26 40
581;13;4 7 10 17 27 39
582;9;4 6 11 20 25 36
583;0;1 5 14 21 31 37
584;10;4 7 11 24 30 35
585;14;4 6 9 22 26 36
586;15;2 5 15 23 30 34
587;11;3 7 9 22 31 34
588;16;4 5 14 18 27 37
589;14;3 6 11 17 31 40
590;6;3 5 12 18 29 33
591;12;1 5 16 20 27 33
592;13;4 7 9 22 30 37
593;0;4 8 15 17 32 34
594;15;3 5 16 18 30 35
595;14;2 6 10 23 32 39
596;13;2 6 14 24 31 37
597;15;3 5 16 20 31 38
598;12;1 5 14 19 27 33
599;10;2 5 16 19 30 33
600;9;3 7 12 20 29 35
601;11;2 6 16 22 29 33
602;16;1 5 10 24 31 35
603;14;4 5 16 24 26 38
604;0;2 5 15 22 30 39
605;15;2 5 10 20 28 39
606;13;3 5 13 20 29 34
607;14;4 6 10 17 28 38
608;12;2 6 11 17 31 34
609;8;4 6 10 24 26 34
610;7;4 6 14 20 30 33
611;15;4 5 13 18 29 37
612;0;2 6 15 21 31 38
613;16;2 5 15 24 30 37
614;11;3 7 11 24 29 34
615;13;2 5 14 20 27 35
616;10;2 5 9 23 32 40
617;14;2 5 10 22 28 39
618;15;4 5 15 19 28 39
619;12;4 7 9 24 26 38
620;9;3 6 12 19 30 33
621;13;3 6 13 23 31 35
622;15;4 5 9 20 25 38
623;0;2 5 13 18 28 33
624;14;3 7 15 17 30 36
625;16;3 5 12 18 30 37
626;15;2 6 9 19 30 35
627;11;4 7 16 21 32 39
628;13;4 7 15 18 28 40
629;12;3 7 10 17 32 35
630;14;3 7 16 17 30 38
631;10;3 7 15 23 32 36
632;0;4 6 11 21 27 36
633;15;3 5 15 22 25 37
634;13;3 6 16 19 27 40
635;14;3 6 11 19 31 40
636;12;3 6 13 17 28 40
637;9;4 8 13 24 28 34
638;16;3 5 14 24 30 35
639;15;3 5 10 24 31 40
640;11;3 7 14 18 31 39
641;17;1 5 14 24 30 36
642;14;1 5 12 20 28 33
643;0;3 7 15 21 30 37
644;13;4 7 10 23 31 37
645;15;4 5 15 19 26 36
646;12;3 5 15 18 25 34
647;10;3 7 16 21 29 33
648;14;3 5 13 19 28 40
649;6;3 5 11 18 31 33
650;8;4 8 16 21 25 33
651;13;3 6 10 21 28 40
652;16;1 5 16 19 32 38
653;0;2 6 13 19 28 34
654;15;2 5 15 20 25 36
655;14;3 7 16 22 30 36
656;11;4 6 13 21 25 40
657;7;4 6 12 19 30 33
658;12;3 6 15 19 26 40
659;9;4 8 11 23 28 34
660;15;3 5 13 19 28 38
661;13;3 6 14 23 32 38
662;14;2 6 11 18 32 39
663;0;2 5 14 17 29 33
664;16;4 5 10 18 28 37
665;10;4 7 14 20 25 39
666;15;3 5 16 22 31 35
667;13;3 7 10 19 31 36
668;12;4 6 12 24 32 36
669;14;4 5 16 24 26 39
670;11;4 6 14 24 32 37
671;15;2 5 11 17 31 38
672;0;1 5 12 18 27 33
673;13;4 7 15 17 31 40
674;14;2 5 13 18 32 40
675;12;4 5 14 17 31 38
676;16;3 5 14 23 29 37
677;3;3 7 15 17 26 33
678;9;4 8 13 20 28 34
679;15;4 6 14 18 27 36
680;10;2 5 13 20 32 34
681;4;3 7 10 19 26 33
682;14;3 5 13 19 25 36
683;0;3 5 13 24 28 40
684;13;2 5 13 20 29 33
685;11;4 8 16 24 30 35
686;15;4 6 10 22 27 36
687;12;3 5 13 23 26 40
688;14;3 5 9 18 31 40
689;13;3 6 16 23 25 37
690;16;3 5 10 19 26 37
691;8;4 6 10 17 25 36
692;15;4 5 14 20 30 39
693;0;4 7 11 23 27 38
694;15;2 6 10 23 30 36
695;14;3 6 13 24 27 36
696;10;2 5 12 22 31 33
697;9;2 6 10 19 32 33
698;12;3 7 13 20 31 39
699;11;3 6 12 23 26 40
700;13;3 7 10 18 31 37
701;15;3 7 15 22 29 36
702;5;4 6 13 20 25 33
703;0;3 6 15 21 31 38
704;7;4 5 13 21 32 33
705;16;2 5 13 23 29 36
706;14;2 5 10 24 32 36
707;13;4 7 12 17 29 37
708;2;3 6 14 20 25 35
709;12;4 5 15 23 26 34
710;6;4 6 15 20 32 33
711;15;3 5 9 24 29 35
712;14;4 6 11 17 30 36
713;15;4 5 9 19 27 36
714;11;4 8 15 23 30 34
715;17;2 5 14 18 28 37
716;10;2 5 15 22 32 40
717;0;3 6 10 21 25 36
718;13;3 7 9 17 31 39
719;16;2 5 10 22 31 35
720;9;4 7 13 21 31 34
721;12;4 7 13 23 31 38
722;14;3 6 10 19 29 39
723;15;2 5 13 24 27 39
724;13;4 5 16 19 32 38
725;0;2 5 16 17 32 34
726;14;2 6 9 18 32 35
727;15;1 5 11 21 32 37
728;11;3 7 11 23 31 34
729;12;4 7 14 22 32 38
730;13;2 5 12 24 26 40
731;10;3 6 11 22 25 40
732;16;1 5 11 19 32 38
733;14;3 7 15 23 31 36
734;8;1 5 11 18 30 33
735;15;3 5 15 19 30 38
736;0;4 6 10 24 27 40
737;14;3 5 16 21 31 35
738;12;4 7 10 22 27 40
739;9;3 5 10 20 31 35
740;13;3 5 9 24 32 35
741;15;4 5 9 22 29 36
742;11;4 7 9 24 25 37
743;14;3 5 9 21 32 38
744;16;2 5 12 18 30 34
745;0;2 5 14 20 29 36
746;13;2 6 14 18 32 38
747;10;4 8 14 18 32 39
748;12;3 7 12 19 32 35
749;15;4 5 13 21 26 40
750;14;3 5 15 17 25 38
751;15;2 5 9 17 29 38
752;7;4 5 11 20 32 35
753;0;4 6 14 17 31 34
754;13;4 5 15 19 31 40
755;16;2 5 10 22 27 35
756;11;4 7 14 24 32 35
757;9;4 6 14 21 32 40
758;14;4 6 9 20 27 36
759;12;4 8 13 24 31 36
760;15;4 5 14 17 26 40
761;13;2 5 13 17 31 33
762;14;4 5 10 22 26 40
763;10;4 8 11 19 32 36
764;0;3 7 16 20 32 35
765;15;4 5 10 21 29 40
766;12;3 6 12 23 32 35
767;14;3 6 14 20 26 38
768;6;4 6 15 20 26 34
769;16;2 5 14 23 29 35
770;11;3 7 9 17 30 33
771;13;4 5 13 18 25 35
772;15;3 6 15 24 29 39
773;0;4 6 12 21 28 38
774;8;4 5 11 20 31 34
775;15;4 5 16 20 27 39
776;12;4 7 16 18 32 40
777;9;4 7 10 24 31 34
778;13;4 7 14 19 26 37
779;14;4 6 15 21 28 36
780;10;3 7 16 20 32 34
781;15;3 6 9 23 29 35
782;16;3 5 15 24 29 39
783;13;3 6 9 21 32 39
784;11;4 6 14 23 31 34
785;17;2 5 11 22 28 36
786;0;4 7 15 21 32 38
787;14;3 6 9 17 28 36
788;12;3 6 14 20 25 38
789;15;2 5 11 19 32 38
790;14;2 5 16 23 31 34
791;13;3 7 9 17 31 36
792;3;3 6 16 23 25 34
793;0;3 6 15 20 32 36
794;16;3 5 11 23 29 35
795;15;4 5 9 17 28 37
796;10;2 6 13 20 32 35
797;9;2 6 9 19 30 33
798;12;4 6 16 20 31 40
799;11;2 6 9 20 31 35
800;7;4 7 12 23 32 33
801;14;3 6 14 18 30 39
802;13;4 6 14 22 26 39
803;15;1 5 16 21 32 34
804;14;4 5 10 22 30 40
805;0;2 6 12 20 29 37
806;12;3 6 15 18 26 40
807;15;2 5 14 21 28 39
808;16;4 5 12 20 30 36
809;13;3 5 16 17 32 39
810;14;4 6 9 19 28 38
811;11;4 6 14 23 30 34
812;10;4 8 12 21 27 34
813;15;3 6 10 19 29 35
814;0;3 7 15 22 31 37
815;8;4 6 13 17 32 33
816;9;4 7 9 23 32 34
817;13;3 6 16 21 32 40
818;12;3 5 15 18 25 35
819;14;3 5 16 18 26 39
820;15;2 6 15 17 31 37
821;16;2 5 14 17 27 37
822;14;3 6 16 23 31 36
823;0;3 6 14 18 29 33
824;13;4 7 16 24 29 38
825;11;2 6 11 22 30 33
826;12;4 5 13 23 32 40
827;6;4 6 15 22 32 33
828;15;3 5 14 17 26 35
829;10;3 6 10 20 30 35
830;14;4 6 10 24 30 36
831;13;4 5 16 22 28 40
832;15;3 5 9 19 30 37
833;16;1 5 9 18 31 36
834;0;3 5 11 22 26 39
835;9;4 6 12 21 32 35
836;12;3 6 15 20 25 38
837;14;4 6 9 24 29 39
838;13;4 6 9 23 26 35
839;15;3 5 9 20 28 39
840;11;4 6 14 24 31 38
841;14;3 7 15 17 30 37
842;0;3 6 16 23 32 38
843;5;4 6 14 20 25 33
844;15;2 5 15 23 25 38
845;10;2 6 10 19 28 33
846;12;3 5 11 22 25 34
847;7;4 8 12 23 26 33
848;16;1 5 9 22 31 36
849;13;4 5 9 24 32 35
850;14;4 5 12 18 28 39
851;15;3 5 10 19 29 36
852;13;4 6 11 21 32 38
853;0;3 5 9 22 25 37
854;9;4 8 11 21 32 36
855;11;4 7 15 24 25 36
856;8;4 7 14 23 30 33
857;17;1 5 10 18 28 35
858;12;3 7 13 17 32 36
859;15;3 5 15 18 27 39
860;14;4 6 10 18 30 37
861;16;2 5 11 19 31 37
862;15;3 6 10 18 28 36
863;10;4 8 11 17 31 33
864;13;4 7 9 24 31 38
865;0;4 8 15 18 32 34
866;12;4 5 11 17 26 38
867;14;4 6 15 18 27 38
868;15;4 5 16 24 30 39
869;11;3 7 16 22 29 34
870;13;4 7 11 17 29 38
871;14;4 6 16 17 26 37
872;16;3 5 12 17 28 35
